OBJECTID,Route,Signing,Qualifier,Ramp,DOT ID,County Order,Factor Group,Station Start,Station End,HPMS Sample ID,Bridge ID,Railroad Crossing,NHS,Roadway Name,Roadway Number,Speed,Oneway,Region County Station,Station ID,Route ID,From Measure,To Measure,COUNT_STATS_ID,County FIPS,Station Number,Continuous Count Site ID,Functional Class,Federal Direction,Full Count,Oneway Flag,Calculation Year,AE_Flag,AADT,DHV,DDHV,Single Unit AADT,Combination Unit AADT,Most Recent Count Year,Most Recent AADT,K-Factor,D-Factor,2nd Most Recent Count Year,2nd Most Recent AADT,3rd Most Recent Count Year,3rd Most Recent AADT,4th Most Recent Count Year,4th Most Recent AADT,Class Count Year,Class F3 - F13 %,Truck or Heavy Vehicle %,Single Unit Truck or Bus %,Combination Truck %,Motorcycle %,Passenger Vehicle %,Light Duty Truck %,Bus %,Single Unit Truck %,Axle Factor,Single Unit Peak %,CU_Peak,Class Group Year,Speed Count Year,Speed Limit,Average Speed,50th Percentile Speed,85th Percentile Speed,Vehicles Exceeding 55 mph,Vehicles Exceeding 65 mph,Average K-Factor,Average D-Factor,NYS Direction Code,Truck AADT,Symbolized Truck Percentage AADT,Truck AADT Type (Actual vs. Estimated),Truck Percent Source Field Name,Region Name,Region Number,County Number,Morning Highest Value,Afternoon Highest Value,Evening Highest Value
44586897, , ,1, ,138665,1,30,JESSUP RD,HANSHAW RD, , , , ,TRIPHAMMER RD, ,0, ,,368305,138665011,0,1.09,45323468,109,8305,,16,Combined Total,Y,,2019,F,2278,187,117,184,6,2018,2284,8,62,2010,2464,2004,12335,,,2018,20,8,8,0,3,77,12,6,3,1,1,0,2019,2018,30,29,33,38,0,0,13.07251072,59.18663025,0,190,8,Actual,,,,,118,166,166
44589099, , ,1, ,138890,1,30,N ALBANY ST,N AURORA ST, , , , ,W COURT ST, ,30, ,,364013,138890011,0.45,0.76,45267024,109,4013,,16,Combined Total,Y,,2019,F,3461,379,266,63,0,2016,3489,11,70,2010,3112,,,,,2016,11,2,2,0,0,88,9,0,2,1,0,0,2019,2016,30,14,12,20,0,0,13.07251072,59.18663025,0,63,2,Actual,,,,,145,227,218
44591324,79,3,1, ,100481,5,30,CR 174/PINE TREE RD,CITY OF ITHACA,2014034, , ,Y, , ,45, ,,360444,100481051,10.22,11.15,45294512,109,0444,,14,Combined Total,Y,,2019,F,6967,625,371,239,82,2017,6969,9,59,2009,6788,2002,6722,,,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,321,5,Estimated,,,,,400,507,596
44591447, , ,1, ,263345,1,30,Eddy St,Seneca Way, , , , ,SENECA ST, ,0,Y,,364046,263345011,0,0.41,45205586,109,4046,,19,Combined Total,Y,Y,2019,F,906,82,82,40,9,2010,1025,9,100,,,,,,,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,49,5,Estimated,,,,,73,86,102
44592328, , ,1, ,138888,1,30,STATE ST,DRYDEN RD, , , , ,CORNELL ST, ,30, ,,362028,138888011,0,0.6,45323352,109,2028,,17,Combined Total,Y,,2019,F,2433,273,143,38,1,2018,2440,11,52,2014,1801,2011,1782,2008,3678,2014,8,2,2,0,2,89,7,0,1,1,0,0,2019,2014,30,25,27,33,0,0,13.07251072,59.18663025,0,39,2,Actual,,,,,114,125,165
44592378, , ,1, ,138933,1,30,S HILL TERR,AURORA ST, , , , ,HILLVIEW PL, ,0, ,,364020,138933011,0,0.15,45205574,109,4020,,19,Combined Total,Y,,2019,F,979,109,93,43,10,2010,1107,11,86,,,,,,,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,53,5,Estimated,,,,,71,89,135
44592463, , ,1, ,138963,1,30,ITHACA RD,CITY LINE,2016035, , , ,MITCHELL ST, ,30, ,,362042,138963011,0.23,0.63,45323373,109,2042,,17,Combined Total,Y,,2019,F,4881,423,222,124,2,2018,4894,9,53,2014,4013,2011,3567,2008,5723,2018,17,3,3,0,1,82,15,0,2,1,0,0,2019,2018,30,19,22,25,0,0,13.07251072,59.18663025,0,126,3,Actual,,,,,195,279,306
44594606, , ,1, ,263332,1,30,THURSTON AVE,CITY LINE, , , , ,FOREST HOME DR, ,30, ,,361212,263332011,0,0.41,45323337,109,1212,,17,Combined Total,Y,,2019,F,1616,178,111,34,1,2018,1620,11,63,2014,2958,,,,,2018,16,2,2,0,0,84,13,0,2,1,0,0,2019,2018,25,27,28,33,0,0,13.07251072,59.18663025,0,35,2,Actual,,,,,94,132,133
44595724,79,3,1, ,100481,5,30,ITHACA CL /  ITHACA TL,RT 327, , , , , , ,55, ,,360478,100481051,14.7,20.09,45239238,109,0478,,6,Combined Total,Y,,2019,A,4330,369,240,188,27,2019,4330,9,65,2015,4483,2010,4076,2006,4515,2006,,5,4,1,,,,,,,0,0,2019,,,,,,,,13.07251072,59.18663025,0,215,5,Actual,,,,,323,295,397
44597238,930F, ,1, ,100647,1,30,ITHACA CL,N CAYUGA ST,2002654, , , ,East Shore Dr, ,30, ,,360900,100647011,0,0.46,45294519,109,0900,,16,Combined Total,Y,,2019,F,4707,586,332,156,16,2017,4732,12,57,2011,3894,2008,5250,2004,5233,2004,,4,3,0,,,,,,,0,0,2019,,,,,,,,13.07251072,59.18663025,0,172,4,Actual,,,,,308,299,419
44597247, ,5,1, ,137784,1,30,FOREST HOME DR,HANSHAW RD, , , , ,WARREN RD,CR121,30, ,,368310,137784011,0,1.06,45267302,109,8310,,16,Combined Total,Y,,2019,F,3463,373,252,39,1,2016,3491,11,68,2013,3684,2010,3601,,,2016,10,1,1,0,0,90,9,0,1,1,0,0,2019,2016,30,24,25,30,0,0,13.07251072,59.18663025,0,40,1,Actual,,,,,215,208,269
44601393, , ,1, ,139015,1,30,TOMPKINS ST,E LINCOLN ST, , , , ,TIOGA ST, ,30, ,,364041,139015011,0.62,0.87,45267067,109,4041,,17,Combined Total,Y,,2019,A,1717,205,127,9,0,2019,1717,12,62,2016,889,2010,1284,,,2016,7,1,1,0,0,92,7,0,0,1,0,0,2019,2016,30,14,11,19,0,0,13.07251072,59.18663025,0,9,1,Actual,,,,,75,63,74
44602787, , ,1, ,138870,1,30,E JAY ST,WOODLAND PL, , , , ,N CAYUGA ST, ,30, ,,364008,138870011,1.34,1.47,45294562,109,4008,,16,Combined Total,Y,,2019,F,3833,540,283,210,8,2017,3853,14,52,2009,4227,,,,,2009,,6,5,0,,,,,,,2,0,2019,,,,,,,,13.07251072,59.18663025,0,218,6,Actual,,,,,292,270,232
44603108, , ,1, ,138238,1,30,CALDWELL RD,DRYDEN LINE, , , , ,FOREST HOME DR, ,35, ,,361202,138238011,0.69,1.61,45294530,109,1202,,17,Combined Total,Y,,2019,F,589,54,32,19,2,2017,592,9,59,2009,588,,,,,2009,,3,3,0,,,,,,,0,0,2019,,,,,,,,13.07251072,59.18663025,0,21,3,Actual,,,,,48,59,64
44604301, , ,1, ,138958,1,30,DRYDEN RD,CITY LINE, , , , ,MAPLE AVE, ,30, ,,364027,138958011,0,0.16,45267037,109,4027,,17,Combined Total,Y,,2019,A,2574,227,120,87,12,2019,2574,9,53,2016,1666,2010,2531,,,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,99,4,Estimated,,,,,153,221,208
44604817, , ,1, ,138851,1,30,E COURT ST,E MARSHALL ST, ,2210550, , ,N AURORA ST, ,30, ,,366025,138851011,0.85,1.09,45294597,109,6025,,16,Combined Total,Y,,2019,F,3308,340,290,88,2,2017,3326,10,85,2011,2990,2008,3421,2001,4376,2017,13,3,3,0,0,87,10,1,2,1,0,0,2019,2017,30,22,24,29,0,0,13.07251072,59.18663025,0,90,3,Actual,,,,,125,153,195
44605284, , ,1, ,138285,1,30,CITY LINE,END, , , , ,PENNSYLVANIA AV, ,0, ,,368713,138285011,0,0.46,45207831,109,8713,,19,Combined Total,Y,,2019,F,246,19,11,11,2,2011,274,8,57,,,,,,,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,13,5,Estimated,,,,,15,22,19
44608649, ,5,1, ,137834,1,30,STEVENSON RD,NY 366, , , , ,GAME FARM RD,CR173,0, ,,368220,137834011,0.8,1.23,45323465,109,8220,,17,Combined Total,Y,,2019,F,2075,234,153,71,3,2018,2081,11,65,2014,2180,2008,1947,,,2018,19,4,3,0,2,79,16,1,3,1,0,0,2019,2018,30,39,42,49,2,0,13.07251072,59.18663025,0,74,4,Actual,,,,,142,127,180
44608719, , ,1, ,139009,1,30,W STATE ST,W BUFFALO ST, , , , ,TAUGHANNOCK BLV, ,0, ,,364040,139009011,0,0.1,45205583,109,4040,,19,Combined Total,Y,,2019,F,4969,490,255,218,50,2010,5620,10,52,,,,,,,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,268,5,Estimated,,,,,377,434,609
44609847,89,3,1, ,100499,1,40,RTS 13 34 N FULTON ST,END 89/96 OLAP, ,4210370,362085D, , , ,30, ,,360045,100760021,12.78,12.89,45205531,109,0045,,16,Combined Total,Y,,2019,F,17047,1336,878,646,346,2010,17462,8,66,2006,19720,,,,,2006,,6,4,2,,,,,,,0,0,2019,,,,,,,,11.33219433,58.65974808,0,992,6,Actual,,,,,1119,1264,1598
44609848,89,3,1, ,100499,1,40,RTS 13 34 N FULTON ST,END 89/96 OLAP, ,4210370,362085D, , , ,30, ,,360045,100499011,0.1,0.21,45205531,109,0045,,16,Combined Total,Y,,2019,F,17047,1336,878,646,346,2010,17462,8,66,2006,19720,,,,,2006,,6,4,2,,,,,,,0,0,2019,,,,,,,,11.33219433,58.65974808,0,992,6,Actual,,,,,1119,1264,1598
44610081,79,3,1, ,100481,5,30,AFTER MITCHELL ST,SENECA ST/GREEN ST SPLIT,2001899, , ,Y,E STATE ST, ,30, ,,360021,139003011,0.09,0.53,45294485,109,0021,,14,Combined Total,Y,,2019,F,18579,1508,814,822,110,2017,18585,8,54,2009,17321,2005,19073,2000,20427,2017,16,5,4,1,0,84,11,2,3,1,0,0,2019,2017,30,22,25,31,0,0,13.07251072,59.18663025,0,932,5,Actual,,,,,862,1066,1154
44610082,79,3,1, ,100481,5,30,AFTER MITCHELL ST,SENECA ST/GREEN ST SPLIT,2001899, , ,Y,E STATE ST, ,30, ,,360021,100481051,11.86,12.3,45294485,109,0021,,14,Combined Total,Y,,2019,F,18579,1508,814,822,110,2017,18585,8,54,2009,17321,2005,19073,2000,20427,2017,16,5,4,1,0,84,11,2,3,1,0,0,2019,2017,30,22,25,31,0,0,13.07251072,59.18663025,0,932,5,Actual,,,,,862,1066,1154
44611323, , ,1, ,138981,1,30,COURT ST,CASCADILLA ST, , , , ,N PLAIN ST, ,30, ,,364030,138981011,0.81,0.95,45294573,109,4030,,17,Combined Total,Y,,2019,F,1422,176,102,48,7,2017,1430,12,58,2010,1466,,,,,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,55,4,Estimated,,,,,66,89,94
44613886, , ,1, ,139020,1,30,LINN ST,LAKE ST, , , , ,UNIVERSITY AVE, ,0, ,,362031,139020011,0,0.48,45323358,109,2031,,16,Combined Total,Y,,2019,F,3911,410,257,110,0,2018,3921,10,63,2014,3657,2011,3574,2006,3354,2018,12,3,3,0,0,87,10,2,1,1,0,0,2019,2018,30,26,28,33,0,0,13.07251072,59.18663025,0,110,3,Actual,,,,,146,209,258
